asdf_id,worldpop_pop_count_1km_mosaic.2000.sum,worldpop_pop_count_1km_mosaic.2000.count,worldpop_pop_count_1km_mosaic.2001.sum,worldpop_pop_count_1km_mosaic.2001.count,worldpop_pop_count_1km_mosaic.2003.sum,worldpop_pop_count_1km_mosaic.2003.count,worldpop_pop_count_1km_mosaic.2002.sum,worldpop_pop_count_1km_mosaic.2002.count,worldpop_pop_count_1km_mosaic.2005.sum,worldpop_pop_count_1km_mosaic.2005.count,worldpop_pop_count_1km_mosaic.2004.sum,worldpop_pop_count_1km_mosaic.2004.count,worldpop_pop_count_1km_mosaic.2006.sum,worldpop_pop_count_1km_mosaic.2006.count,worldpop_pop_count_1km_mosaic.2008.sum,worldpop_pop_count_1km_mosaic.2008.count,worldpop_pop_count_1km_mosaic.2007.sum,worldpop_pop_count_1km_mosaic.2007.count,worldpop_pop_count_1km_mosaic.2009.sum,worldpop_pop_count_1km_mosaic.2009.count,worldpop_pop_count_1km_mosaic.2010.sum,worldpop_pop_count_1km_mosaic.2010.count,worldpop_pop_count_1km_mosaic.2011.sum,worldpop_pop_count_1km_mosaic.2011.count,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2017.count,worldpop_pop_count_1km_mosaic.2018.sum,worldpop_pop_count_1km_mosaic.2018.count,worldpop_pop_count_1km_mosaic.2019.sum,worldpop_pop_count_1km_mosaic.2019.count,worldpop_pop_count_1km_mosaic.2020.sum,worldpop_pop_count_1km_mosaic.2020.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
79,37935.828125,1894.82995605,38018.1835938,1894.82995605,37995.3164062,1894.82995605,38010.78125,1894.82995605,38088.7539062,1894.82995605,38106.78125,1894.82995605,38085.65625,1894.82995605,38309.4492188,1894.82995605,38060.2578125,1894.82995605,38545.4609375,1894.82995605,38682.4414062,1894.82995605,38712.34375,1894.82995605,38961.2070312,1894.82995605,39140.6914062,1894.82995605,39311.96875,1894.82995605,39446.5390625,1894.82995605,39565.9609375,1894.82995605,39745.578125,1894.82995605,39929.15625,1894.82995605,40142.4140625,1894.82995605,40363.8046875,1894.82995605,ADM2,79,79,DOM,DOM-ADM2-62336421B11979084,San José De Las Matas,ADM2
80,17295.8554688,323.119995117,17204.1367188,323.119995117,17041.609375,323.119995117,17149.5605469,323.119995117,16905.5039062,323.119995117,16903.953125,323.119995117,16707.9375,323.119995117,16665.5820312,323.119995117,16705.6914062,323.119995117,16674.7988281,323.119995117,16583.9335938,323.119995117,16649.7558594,323.119995117,16560.6152344,323.119995117,16559.3945312,323.119995117,16578.4941406,323.119995117,16605.5625,323.119995117,16423.9921875,323.119995117,16378.0244141,323.119995117,16371.2792969,323.119995117,16362.1914062,323.119995117,16352.2871094,323.119995117,ADM2,80,80,DOM,DOM-ADM2-62336421B50144406,Luperón,ADM2
81,29428.4550781,324.459991455,29993.1328125,324.459991455,29929.7148438,324.459991455,29449.8085938,324.459991455,30762.4511719,324.459991455,30124.2460938,324.459991455,30304.3320312,324.459991455,32431.0351562,324.459991455,30929.2578125,324.459991455,31947.8886719,324.459991455,31595.5371094,324.459991455,32011.0683594,324.459991455,32654.6015625,324.459991455,32811.9140625,324.459991455,32616.9140625,324.459991455,32835.6914062,324.459991455,33338.7460938,324.459991455,33758.03125,324.459991455,34019.140625,324.459991455,34284.9921875,324.459991455,34839.1132812,324.459991455,ADM2,81,81,DOM,DOM-ADM2-62336421B38035103,Comendador,ADM2
82,21599.078125,553.109985352,21632.03125,553.109985352,22222.4882812,553.109985352,21671.1464844,553.109985352,22664.0253906,553.109985352,22396.2382812,553.109985352,22469.828125,553.109985352,23194.8710938,553.109985352,22646.7402344,553.109985352,23014.1503906,553.109985352,23655.9804688,553.109985352,23960.8261719,553.109985352,23882.2363281,553.109985352,24194.5917969,553.109985352,24423.515625,553.109985352,24442.296875,553.109985352,24695.5546875,553.109985352,24985.5507812,553.109985352,25283.9980469,553.109985352,25527.4902344,553.109985352,25834.8945312,553.109985352,ADM2,82,82,DOM,DOM-ADM2-62336421B17408360,Los Llanos,ADM2
83,17118.7363281,291.070007324,17280.921875,291.070007324,18162.9296875,291.070007324,17773.671875,291.070007324,18394.0039062,291.070007324,18252.1328125,291.070007324,18977.4628906,291.070007324,20065.4882812,291.070007324,19413.4335938,291.070007324,20375.0664062,291.070007324,21286.125,291.070007324,21709.0898438,291.070007324,22400.4023438,291.070007324,22995.0175781,291.070007324,23636.9082031,291.070007324,24555.4433594,291.070007324,25273.3828125,291.070007324,26208.4453125,291.070007324,27281.9589844,291.070007324,28314.0507812,291.070007324,29613.4414062,291.070007324,ADM2,83,83,DOM,DOM-ADM2-62336421B92945485,Piedra Blanca,ADM2
84,26136.1308594,1042.5300293,26288.7851562,1042.5300293,27562.265625,1042.5300293,27478.7128906,1042.5300293,28567.0273438,1042.5300293,28089.5625,1042.5300293,29700.1640625,1042.5300293,32013.046875,1042.5300293,30799.4902344,1042.5300293,34297.3125,1042.5300293,36482.875,1042.5300293,38744.4453125,1042.5300293,42402.84375,1042.5300293,46293.6835938,1042.5300293,51572.7851562,1042.5300293,57716.2421875,1042.5300293,65128.5703125,1042.5300293,74080.390625,1042.5300293,85032.65625,1042.5300293,98260.7109375,1042.5300293,114467.460938,1042.5300293,ADM2,84,84,DOM,DOM-ADM2-62336421B79374458,Guayubín,ADM2
85,704305.75,160.540008545,722933.375,160.540008545,757287.0,160.540008545,739909.25,160.540008545,793640.9375,160.540008545,776857.625,160.540008545,813764.875,160.540008545,853210.6875,160.540008545,833551.3125,160.540008545,872841.5,160.540008545,896090.0625,160.540008545,916616.625,160.540008545,941044.25,160.540008545,964836.5625,160.540008545,988840.4375,160.540008545,1010878.5625,160.540008545,1035879.125,160.540008545,1062535.375,160.540008545,1088656.5,160.540008545,1116608.0,160.540008545,1142076.75,160.540008545,ADM2,85,85,DOM,DOM-ADM2-62336421B47352128,Santo Domingo Este,ADM2
86,275732.59375,486.1199646,291087.0625,486.1199646,325739.53125,486.1199646,307766.59375,486.1199646,364313.71875,486.1199646,344185.5625,486.1199646,386442.03125,486.1199646,434915.125,486.1199646,409645.5,486.1199646,459066.28125,486.1199646,487582.65625,486.1199646,517295.65625,486.1199646,547510.6875,486.1199646,579527.8125,486.1199646,616479.875,486.1199646,655278.1875,486.1199646,694020.125,486.1199646,735006.25,486.1199646,779519.25,486.1199646,826596.0,486.1199646,878440.3125,486.1199646,ADM2,86,86,DOM,DOM-ADM2-62336421B62806346,Santo Domingo Norte,ADM2
87,3.40282327624e+36,70.0500030518,261374.3125,69.9700012207,278301.125,69.9700012207,271119.84375,69.9700012207,298825.0,69.9700012207,290390.3125,69.9700012207,308489.65625,69.9700012207,328193.625,69.9700012207,318756.875,69.9700012207,340294.09375,69.9700012207,350317.96875,69.9700012207,362801.25,69.9700012207,372378.125,69.9700012207,385494.4375,69.9700012207,399102.25,69.9700012207,411223.125,69.9700012207,424588.71875,69.9700012207,441637.9375,69.9700012207,452983.53125,69.9700012207,467075.53125,69.9700012207,481717.8125,69.9700012207,ADM2,87,87,DOM,DOM-ADM2-62336421B75498294,Santo Domingo Oeste,ADM2
88,16064.984375,279.489990234,15897.8027344,279.489990234,15894.4296875,279.489990234,16342.1835938,279.489990234,15779.0048828,279.489990234,15700.2929688,279.489990234,15870.0087891,279.489990234,15772.3203125,279.489990234,15838.2636719,279.489990234,15881.234375,279.489990234,15685.3642578,279.489990234,15899.7841797,279.489990234,15336.1533203,279.489990234,15266.7070312,279.489990234,15216.4365234,279.489990234,15295.1015625,279.489990234,15181.0058594,279.489990234,15185.9169922,279.489990234,15219.8535156,279.489990234,15347.859375,279.489990234,15364.9345703,279.489990234,ADM2,88,88,DOM,DOM-ADM2-62336421B21452693,Villa Vásquez,ADM2
89,8652.47070312,271.559997559,8399.5,271.559997559,7768.58984375,271.559997559,8030.39599609,271.559997559,7145.06787109,271.559997559,7554.33935547,271.559997559,6972.00878906,271.559997559,6727.88671875,271.559997559,6707.07763672,271.559997559,6565.28320312,271.559997559,6677.58789062,271.559997559,6115.04980469,271.559997559,5933.32324219,271.559997559,5916.69335938,271.559997559,5768.328125,271.559997559,5713.20556641,271.559997559,5500.90087891,271.559997559,5389.86816406,271.559997559,5273.21191406,271.559997559,5176.52783203,271.559997559,5092.22070312,271.559997559,ADM2,89,89,DOM,DOM-ADM2-62336421B59188244,Estebanía,ADM2
90,124551.34375,2504.27001953,133067.34375,2504.20996094,152574.71875,2504.20996094,142535.0,2504.20996094,175306.875,2504.20996094,163378.265625,2504.20996094,187786.203125,2504.20996094,214978.9375,2504.20996094,200596.234375,2504.20996094,230395.53125,2504.20996094,246529.84375,2504.20996094,264120.625,2504.20996094,282692.3125,2504.20996094,303879.3125,2504.20996094,325801.1875,2504.20996094,349514.9375,2504.20996094,375164.1875,2504.20996094,402595.625,2504.20996094,431645.46875,2504.20996094,463153.625,2504.20996094,496603.28125,2504.20996094,ADM2,90,90,DOM,DOM-ADM2-62336421B49514077,Higüey,ADM2
91,14202.9541016,310.730010986,14197.8339844,310.730010986,14211.5507812,310.730010986,14181.2910156,310.730010986,14231.4345703,310.730010986,14292.2177734,310.730010986,14280.1367188,310.730010986,14476.5742188,310.730010986,14363.5322266,310.730010986,14551.3886719,310.730010986,14562.7373047,310.730010986,14446.3398438,310.730010986,14514.2539062,310.730010986,14641.2617188,310.730010986,14932.3525391,310.730010986,15028.7119141,310.730010986,15022.3359375,310.730010986,15036.8798828,310.730010986,15251.3818359,310.730010986,15252.8173828,310.730010986,15451.0400391,310.730010986,ADM2,91,91,DOM,DOM-ADM2-62336421B76797528,Río San Juan,ADM2
92,42364.9648438,120.040000916,42015.5351562,120.040000916,41820.0585938,120.040000916,42450.9609375,120.040000916,41587.0625,120.040000916,41627.4296875,120.040000916,41615.1835938,120.040000916,41529.21875,120.040000916,41631.1914062,120.040000916,41381.9921875,120.040000916,41405.7304688,120.040000916,41240.59375,120.040000916,41208.9921875,120.040000916,41474.046875,120.040000916,41567.6445312,120.040000916,41533.5585938,120.040000916,41539.7851562,120.040000916,41521.90625,120.040000916,41709.2382812,120.040000916,41704.0664062,120.040000916,41702.2578125,120.040000916,ADM2,92,92,DOM,DOM-ADM2-62336421B58787563,Bisonó,ADM2
93,12143.0449219,264.230010986,12079.2861328,264.230010986,11875.4082031,264.230010986,11758.28125,264.230010986,11803.5449219,264.230010986,11726.2470703,264.230010986,11546.7783203,264.230010986,11316.5761719,264.230010986,11406.2734375,264.230010986,10897.9873047,264.230010986,10962.0371094,264.230010986,10762.2099609,264.230010986,10609.1982422,264.230010986,10492.2412109,264.230010986,10383.9238281,264.230010986,10220.1601562,264.230010986,10155.8115234,264.230010986,10056.1113281,264.230010986,9915.8046875,264.230010986,9802.21875,264.230010986,9678.26171875,264.230010986,ADM2,93,93,DOM,DOM-ADM2-62336421B5530140,Villa Los Almácigos,ADM2
94,15379.4873047,172.850006104,15798.0175781,172.850006104,16538.6035156,172.850006104,16278.4453125,172.850006104,17179.5722656,172.850006104,16808.53125,172.850006104,17641.6113281,172.850006104,18693.3671875,172.850006104,18090.8652344,172.850006104,18992.7890625,172.850006104,19496.875,172.850006104,19763.0234375,172.850006104,20671.6972656,172.850006104,21147.4453125,172.850006104,21565.4824219,172.850006104,22094.5410156,172.850006104,22562.8417969,172.850006104,23121.0371094,172.850006104,23645.5195312,172.850006104,24187.8183594,172.850006104,24784.6953125,172.850006104,ADM2,94,94,DOM,DOM-ADM2-62336421B70852232,Peralvillo,ADM2
95,51907.078125,524.069946289,53726.1757812,524.069946289,57471.8789062,524.069946289,55605.3320312,524.069946289,61813.9257812,524.069946289,59535.3398438,524.069946289,64105.1171875,524.069946289,69220.34375,524.069946289,66651.3359375,524.069946289,71740.078125,524.069946289,74773.2578125,524.069946289,77659.96875,524.069946289,80660.6015625,524.069946289,84027.171875,524.069946289,87566.71875,524.069946289,91229.2890625,524.069946289,95168.1171875,524.069946289,99324.203125,524.069946289,103655.109375,524.069946289,108281.882812,524.069946289,113165.40625,524.069946289,ADM2,95,95,DOM,DOM-ADM2-62336421B29458505,Mao,ADM2
96,19676.8398438,547.150024414,18705.2109375,547.150024414,17128.9550781,547.150024414,17614.3417969,547.150024414,17563.3242188,547.150024414,17450.5585938,547.150024414,18041.8398438,547.150024414,20145.9511719,547.150024414,18994.3242188,547.150024414,21547.6210938,547.150024414,23204.5546875,547.150024414,25679.4960938,547.150024414,28108.0878906,547.150024414,31275.2148438,547.150024414,35057.7382812,547.150024414,38940.546875,547.150024414,43947.46875,547.150024414,49138.640625,547.150024414,54699.328125,547.150024414,61041.8164062,547.150024414,68162.25,547.150024414,ADM2,96,96,DOM,DOM-ADM2-62336421B77406025,Tamayo,ADM2
97,26152.5859375,407.08001709,26696.3242188,407.08001709,28037.4492188,407.08001709,27194.0546875,407.08001709,29593.140625,407.08001709,28716.8242188,407.08001709,30925.140625,407.08001709,33377.5117188,407.08001709,32199.5195312,407.08001709,34881.3046875,407.08001709,36370.4726562,407.08001709,37900.3203125,407.08001709,39795.1875,407.08001709,41734.1796875,407.08001709,43757.1953125,407.08001709,46011.8007812,407.08001709,48519.265625,407.08001709,51231.4609375,407.08001709,54125.296875,407.08001709,57348.5859375,407.08001709,60750.2578125,407.08001709,ADM2,97,97,DOM,DOM-ADM2-62336421B38288991,Villa Riva,ADM2
98,50459.1210938,281.040008545,51333.9882812,281.040008545,53483.46875,281.040008545,52127.96875,281.040008545,55734.203125,281.040008545,54555.1367188,281.040008545,56631.3554688,281.040008545,59146.328125,281.040008545,57772.3046875,281.040008545,60704.0117188,281.040008545,61863.3789062,281.040008545,63865.8710938,281.040008545,65326.8398438,281.040008545,66787.8828125,281.040008545,68504.0859375,281.040008545,70498.1640625,281.040008545,72511.765625,281.040008545,74572.0859375,281.040008545,76571.75,281.040008545,78834.125,281.040008545,81052.3984375,281.040008545,ADM2,98,98,DOM,DOM-ADM2-62336421B68189672,Esperanza,ADM2
99,11434.8486328,169.119995117,11943.2792969,169.119995117,12699.4912109,169.119995117,12322.0732422,169.119995117,13249.9326172,169.119995117,12906.0400391,169.119995117,13720.2666016,169.119995117,14525.1582031,169.119995117,14142.2275391,169.119995117,15245.3222656,169.119995117,16093.3046875,169.119995117,16193.1318359,169.119995117,16526.1328125,169.119995117,17228.1621094,169.119995117,17708.0410156,169.119995117,18108.6113281,169.119995117,18613.71875,169.119995117,19066.1953125,169.119995117,19816.6875,169.119995117,20420.0390625,169.119995117,21094.4648438,169.119995117,ADM2,99,99,DOM,DOM-ADM2-62336421B10880169,Guayacanes,ADM2
100,69295.546875,211.699996948,69702.96875,211.689987183,71417.0,211.689987183,70929.953125,211.689987183,72719.640625,211.689987183,72024.890625,211.689987183,73421.7421875,211.689987183,74650.40625,211.689987183,74130.5390625,211.689987183,76371.09375,211.689987183,77301.6796875,211.689987183,77780.734375,211.689987183,78700.328125,211.689987183,79462.2578125,211.689987183,80170.28125,211.689987183,80829.34375,211.689987183,81692.484375,211.689987183,82608.6796875,211.689987183,83200.6015625,211.689987183,84147.5703125,211.689987183,84791.53125,211.689987183,ADM2,100,100,DOM,DOM-ADM2-62336421B7103872,Barahona,ADM2
101,114688.671875,848.090087891,115692.125,848.090087891,117124.421875,848.090087891,116304.734375,848.090087891,119277.890625,848.090087891,118087.328125,848.090087891,120042.0,848.090087891,121964.09375,848.090087891,121110.3125,848.090087891,123488.226562,848.090087891,124180.78125,848.090087891,125287.25,848.090087891,126117.109375,848.090087891,127159.539062,848.090087891,128646.234375,848.090087891,129846.390625,848.090087891,130684.9375,848.090087891,131773.4375,848.090087891,132886.25,848.090087891,134182.875,848.090087891,135353.34375,848.090087891,ADM2,101,101,DOM,DOM-ADM2-62336421B55108079,Bonao,ADM2
102,8895.24414062,192.579986572,8859.19628906,192.579986572,8996.10742188,192.579986572,9079.19824219,192.579986572,8908.10449219,192.579986572,9050.35546875,192.579986572,8997.16894531,192.579986572,8861.8125,192.579986572,8959.42773438,192.579986572,9221.546875,192.579986572,9068.87109375,192.579986572,8891.04882812,192.579986572,9102.46777344,192.579986572,9402.37304688,192.579986572,9227.265625,192.579986572,9215.94921875,192.579986572,9262.88867188,192.579986572,9354.69042969,192.579986572,9409.13769531,192.579986572,9406.38476562,192.579986572,9524.68359375,192.579986572,ADM2,102,102,DOM,DOM-ADM2-62336421B21553127,Pepillo Salcedo,ADM2
103,215906.53125,810.58001709,218805.8125,810.58001709,225255.578125,810.58001709,221937.40625,810.58001709,231328.25,810.58001709,228235.84375,810.58001709,234739.09375,810.58001709,241178.84375,810.58001709,237640.09375,810.58001709,244779.625,810.58001709,247943.375,810.58001709,251752.953125,810.58001709,255532.203125,810.58001709,259130.671875,810.58001709,263001.65625,810.58001709,266886.8125,810.58001709,270864.3125,810.58001709,274784.375,810.58001709,278708.03125,810.58001709,282744.15625,810.58001709,286818.65625,810.58001709,ADM2,103,103,DOM,DOM-ADM2-62336421B29453696,La Vega,ADM2
104,33493.6796875,610.929992676,34131.8164062,610.929992676,35417.7617188,610.929992676,34725.9765625,610.929992676,36551.8242188,610.929992676,35665.2070312,610.929992676,36913.3164062,610.929992676,38319.5429688,610.929992676,37603.421875,610.929992676,39200.609375,610.929992676,39209.2617188,610.929992676,40571.4414062,610.929992676,40556.3007812,610.929992676,41499.1171875,610.929992676,41644.671875,610.929992676,42379.0546875,610.929992676,43387.9882812,610.929992676,44109.96875,610.929992676,44803.453125,610.929992676,45536.0546875,610.929992676,46179.7382812,610.929992676,ADM2,104,104,DOM,DOM-ADM2-62336421B90330677,San José De Ocoa,ADM2
105,11484.9179688,258.91998291,11322.8583984,258.91998291,11052.6621094,258.91998291,11190.2529297,258.91998291,10767.9052734,258.91998291,10936.1835938,258.91998291,10619.9833984,258.91998291,10284.8222656,258.91998291,10460.3066406,258.91998291,10118.7890625,258.91998291,10072.3398438,258.91998291,9870.13183594,258.91998291,9775.98730469,258.91998291,9626.1953125,258.91998291,9503.63085938,258.91998291,9389.00585938,258.91998291,9272.61132812,258.91998291,9146.61523438,258.91998291,9010.36132812,258.91998291,8900.95117188,258.91998291,8768.59277344,258.91998291,ADM2,105,105,DOM,DOM-ADM2-62336421B88117428,Rancho Arriba,ADM2
106,16967.9082031,118.310005188,17333.3671875,118.310005188,17298.5878906,118.310005188,16731.7382812,118.310005188,17617.8710938,118.310005188,17278.5449219,118.310005188,17445.4960938,118.310005188,17405.9980469,118.310005188,17447.7558594,118.310005188,17666.1035156,118.310005188,17129.8476562,118.310005188,17454.0019531,118.310005188,17260.2558594,118.310005188,17295.6699219,118.310005188,17698.9414062,118.310005188,17872.390625,118.310005188,17963.4101562,118.310005188,18039.7148438,118.310005188,18135.0625,118.310005188,18148.4863281,118.310005188,18108.2675781,118.310005188,ADM2,106,106,DOM,DOM-ADM2-62336421B20072103,Juan De Herrera,ADM2
107,36958.2265625,1005.15997314,36644.1992188,1005.15997314,36230.8359375,1005.15997314,36688.015625,1005.15997314,35929.8710938,1005.15997314,36101.4804688,1005.15997314,35734.7109375,1005.15997314,35292.5039062,1005.15997314,35632.8359375,1005.15997314,35329.5859375,1005.15997314,35067.5625,1005.15997314,35234.859375,1005.15997314,34957.4570312,1005.15997314,34846.6445312,1005.15997314,34637.21875,1005.15997314,34456.3828125,1005.15997314,34340.8828125,1005.15997314,34200.6445312,1005.15997314,34065.296875,1005.15997314,33947.8710938,1005.15997314,33832.234375,1005.15997314,ADM2,107,107,DOM,DOM-ADM2-62336421B90778804,San Ignacio De Sabaneta,ADM2
108,27757.1621094,128.080001831,28426.53125,128.080001831,29631.6679688,128.080001831,28867.1445312,128.080001831,31399.609375,128.080001831,30515.0214844,128.080001831,32213.8378906,128.080001831,34355.5625,128.080001831,33038.15625,128.080001831,35350.6640625,128.080001831,36333.4453125,128.080001831,37436.7421875,128.080001831,38071.7539062,128.080001831,39468.640625,128.080001831,41356.5117188,128.080001831,42604.0195312,128.080001831,43957.9414062,128.080001831,45400.0273438,128.080001831,46713.0820312,128.080001831,48262.3515625,128.080001831,49835.3203125,128.080001831,ADM2,108,108,DOM,DOM-ADM2-62336421B53297903,Villa González,ADM2
109,12498.7568359,278.890014648,12645.9638672,278.890014648,12589.9599609,278.890014648,12617.7324219,278.890014648,12813.828125,278.890014648,12745.34375,278.890014648,12818.3203125,278.890014648,12822.7080078,278.890014648,12872.984375,278.890014648,12802.1132812,278.890014648,12916.3066406,278.890014648,12832.7490234,278.890014648,12939.0039062,278.890014648,12999.1113281,278.890014648,13127.9628906,278.890014648,13206.4589844,278.890014648,13429.1464844,278.890014648,13500.2148438,278.890014648,13578.4082031,278.890014648,13635.9091797,278.890014648,13725.0019531,278.890014648,ADM2,109,109,DOM,DOM-ADM2-62336421B72256571,Vallejuelo,ADM2
110,13507.5898438,269.660003662,13679.3847656,269.660003662,14259.6513672,269.660003662,13999.2988281,269.660003662,14851.6152344,269.660003662,14596.3974609,269.660003662,15234.9785156,269.660003662,15793.8789062,269.660003662,15556.9746094,269.660003662,16248.875,269.660003662,16554.3242188,269.660003662,16686.2421875,269.660003662,17085.234375,269.660003662,17269.5703125,269.660003662,17597.4433594,269.660003662,17967.7578125,269.660003662,18391.28125,269.660003662,18792.2324219,269.660003662,19224.5058594,269.660003662,19634.1914062,269.660003662,20074.3320312,269.660003662,ADM2,110,110,DOM,DOM-ADM2-62336421B29499713,Villa Isabela,ADM2
111,25215.1835938,117.160003662,25251.8105469,117.160003662,25155.1171875,117.160003662,25261.6367188,117.160003662,25091.3164062,117.160003662,25262.4101562,117.160003662,25095.8125,117.160003662,24810.484375,117.160003662,24839.2617188,117.160003662,24637.4257812,117.160003662,24749.0585938,117.160003662,24783.953125,117.160003662,24790.6171875,117.160003662,24646.4492188,117.160003662,24480.6757812,117.160003662,24067.7265625,117.160003662,24121.7421875,117.160003662,23997.6894531,117.160003662,23968.7285156,117.160003662,23885.4785156,117.160003662,23846.0664062,117.160003662,ADM2,111,111,DOM,DOM-ADM2-62336421B39182567,Villa Tapia,ADM2
112,36802.9453125,155.330001831,37177.109375,155.330001831,38325.3359375,155.330001831,37786.9140625,155.330001831,38558.0625,155.330001831,38207.7578125,155.330001831,38371.1484375,155.330001831,39042.78125,155.330001831,39030.4335938,155.330001831,39608.6171875,155.330001831,40158.7070312,155.330001831,40655.0,155.330001831,41376.5859375,155.330001831,41474.7421875,155.330001831,41823.7890625,155.330001831,43152.265625,155.330001831,44015.9296875,155.330001831,44462.0625,155.330001831,44891.7851562,155.330001831,45469.3359375,155.330001831,46039.0625,155.330001831,ADM2,112,112,DOM,DOM-ADM2-62336421B99763360,Yaguate,ADM2
113,23680.34375,224.860015869,23160.3320312,224.860015869,22198.921875,224.860015869,22733.140625,224.860015869,21075.8066406,224.860015869,21646.4335938,224.860015869,20608.1914062,224.860015869,19573.703125,224.860015869,20040.8046875,224.860015869,19136.65625,224.860015869,18745.6425781,224.860015869,18272.9804688,224.860015869,18037.9980469,224.860015869,17608.2539062,224.860015869,17116.3808594,224.860015869,16677.2109375,224.860015869,16263.5361328,224.860015869,15876.3623047,224.860015869,15516.8935547,224.860015869,15141.71875,224.860015869,14799.2890625,224.860015869,ADM2,113,113,DOM,DOM-ADM2-62336421B30651151,Altamira,ADM2
114,63019.8671875,1675.77001953,63419.25,1675.77001953,64035.5625,1675.77001953,63780.0585938,1675.77001953,64699.2578125,1675.77001953,64400.703125,1675.77001953,65133.5,1675.77001953,65889.6875,1675.77001953,65408.7773438,1675.77001953,66170.4140625,1675.77001953,66601.2265625,1675.77001953,66987.390625,1675.77001953,67511.875,1675.77001953,67870.0625,1675.77001953,68222.1875,1675.77001953,68641.7265625,1675.77001953,69063.1328125,1675.77001953,69462.609375,1675.77001953,69842.59375,1675.77001953,70256.7890625,1675.77001953,70637.375,1675.77001953,ADM2,114,114,DOM,DOM-ADM2-62336421B17174616,El Seibo,ADM2
115,16735.0585938,508.920013428,16642.7128906,508.920013428,16641.6113281,508.920013428,16633.2246094,508.920013428,16420.3300781,508.920013428,16649.3242188,508.920013428,16341.2773438,508.920013428,16464.4082031,508.920013428,16419.21875,508.920013428,16492.546875,508.920013428,16615.8671875,508.920013428,16534.0761719,508.920013428,16587.1757812,508.920013428,16453.5195312,508.920013428,16434.1835938,508.920013428,16462.9707031,508.920013428,16485.5996094,508.920013428,16564.7949219,508.920013428,16645.2851562,508.920013428,16749.8085938,508.920013428,16844.0039062,508.920013428,ADM2,115,115,DOM,DOM-ADM2-62336421B72513936,Jánico,ADM2
116,40064.234375,225.260009766,39902.9921875,225.260009766,39760.9765625,225.260009766,39874.4609375,225.260009766,39669.2304688,225.260009766,39720.90625,225.260009766,39615.8828125,225.260009766,39520.546875,225.260009766,39647.4414062,225.260009766,39390.2539062,225.260009766,39317.6015625,225.260009766,39169.9140625,225.260009766,39170.703125,225.260009766,39066.3671875,225.260009766,38995.8046875,225.260009766,39095.015625,225.260009766,38985.0234375,225.260009766,38935.6132812,225.260009766,38838.1484375,225.260009766,38799.0976562,225.260009766,38675.609375,225.260009766,ADM2,116,116,DOM,DOM-ADM2-62336421B79811402,Salcedo,ADM2
117,8287.77832031,350.190002441,8299.41992188,350.190002441,8487.1015625,350.190002441,8435.30273438,350.190002441,8689.75097656,350.190002441,8639.54882812,350.190002441,8755.60546875,350.190002441,8961.20800781,350.190002441,8856.515625,350.190002441,9055.9765625,350.190002441,9120.2578125,350.190002441,9222.74804688,350.190002441,9283.578125,350.190002441,9559.16894531,350.190002441,9648.43164062,350.190002441,9724.45703125,350.190002441,9822.44335938,350.190002441,10053.3925781,350.190002441,10121.4970703,350.190002441,10215.5917969,350.190002441,10517.8867188,350.190002441,ADM2,117,117,DOM,DOM-ADM2-62336421B57321211,Restauración,ADM2
118,34965.8515625,65.4199981689,35887.1875,65.4199981689,37171.8515625,65.4199981689,36362.1796875,65.4199981689,38411.0664062,65.4199981689,37826.90625,65.4199981689,38423.640625,65.4199981689,39201.1445312,65.4199981689,38324.234375,65.4199981689,40310.1914062,65.4199981689,40714.9804688,65.4199981689,41267.4414062,65.4199981689,41151.0859375,65.4199981689,41378.8320312,65.4199981689,41875.0625,65.4199981689,42733.3203125,65.4199981689,42521.8359375,65.4199981689,42514.046875,65.4199981689,43261.4804688,65.4199981689,43968.0546875,65.4199981689,44643.25,65.4199981689,ADM2,118,118,DOM,DOM-ADM2-62336421B48413139,San Gregorio de Nigua,ADM2
119,7034.11523438,24.0400009155,7086.18359375,24.0400009155,7080.39501953,24.0400009155,7051.51171875,24.0400009155,7069.78222656,24.0400009155,7153.72558594,24.0400009155,7094.83886719,24.0400009155,7135.66748047,24.0400009155,7076.62451172,24.0400009155,7077.37011719,24.0400009155,7197.64648438,24.0400009155,7113.73730469,24.0400009155,7146.21923828,24.0400009155,7154.19726562,24.0400009155,7164.40820312,24.0400009155,7166.31298828,24.0400009155,7095.51074219,24.0400009155,7128.26660156,24.0400009155,7149.89990234,24.0400009155,7161.66210938,24.0400009155,7234.34863281,24.0400009155,ADM2,119,119,DOM,DOM-ADM2-62336421B62222259,Cayetano Germosén,ADM2
